laptop_name,price,product_code,shop,product_url,cpu,gpu,other,cpu_rating,cpu_name,device_type_cpu,performance_cpu,year_cpu,tdp_cpu,cores,threads,gpu_rating,gpu_name,device_type_gpu,performance_gpu,year_gpu,tdp_gpu,architecture
Ігровий LENOVO Legion 5 15IRX10 Eclipse Black,85999.0,7190572,foxtrot,https://www.foxtrot.com.ua/uk/shop/noutbuki-lenovo-legion-5-15irx10-83ly00f0ra.html,Intel Core i7-13650HX,NVIDIA GeForce RTX 5060 Ti 16 GB,"{""Модельний ряд"": ""Lenovo Legion"", ""Операційна система"": ""відсутня"", ""Тип"": ""ноутбук"", ""Конструкція"": ""Класична"", ""Діагональ дисплея"": ""15.1\"""", ""Роздільна здатність дисплея"": ""2560 x 1600"", ""Тип матриці"": ""OLED"", ""Частота оновлення екрана"": ""165 Гц"", ""Покриття дисплея"": ""глянцеве"", ""Яскравість екрану"": ""500 ніт"", ""Колірне охоплення"": ""100% DCI-P3"", ""Особливості екрану"": ""Dolby Vision, DisplayHDR True Black 600"", ""Серія процесора"": ""Intel® Core™ i7 (13 покоління)"", ""Модель процесора"": ""13650HX"", ""Базова частота процесора"": ""2.6 ГГц"", ""Максимальна частота процесора"": ""4.9 ГГц"", ""Кількість ядер"": ""14"", ""Об'єм ОЗП"": ""32 Гб"", ""Тип пам'яті"": ""DDR5"", ""Частота пам'яті"": ""4800 MHz"", ""Кількість слотів оперативної пам'яті"": ""2"", ""Максимально встановлюваний об'єм"": ""32 Гб"", ""Тип накопичувача"": ""SSD"", ""Об'єм SSD диска"": ""1 Тб"", ""Тип відеокарти"": ""дискретна"", ""Виробник відеокарти"": ""NVIDIA"", ""Модель відеокарти"": ""GeForce RTX 5060"", ""Об'єм відеопам'яті"": ""8 Гб"", ""Тип відеопам’яті"": ""GDDR7"", ""Тепловиділення відеокарти (TGP)"": ""115 Вт"", ""Вага"": ""1.9 кг"", ""Габарити"": ""344.9 x 255.35 x 19.95-21.54 мм"", ""Колір кришки"": ""чорний"", ""Матеріал корпуса"": ""метал"", ""Ємність акумуляторної батареї"": ""80 Вт-г"", ""Бездротові комунікації"": ""Bluetooth Wi-Fi;"", ""Стандарт Wi-Fi"": ""IEEE 802.11 ru"", ""Порти та роз'єми"": ""HDMI; комбінований аудіо роз'єм LAN (RJ-45);"", ""Кількість портів USB 3.1 (3.2) Type-A"": ""3 шт."", ""Кількість портів USB 3.1 (3.2) Type-C"": ""2 шт."", ""Оптичний привід"": ""відсутній"", ""Мережева карта"": ""LAN 10/100/1000 Мбит/с (Gigabit Ethernet)"", ""Веб-камера"": ""5 Мп"", ""Конфігурація аудиосистеми"": ""2 динаміки"", ""Особливості"": ""підсвітка клавіатури"", ""Гарантія"": ""24 міс."", ""full_name"": ""Ігровий LENOVO Legion 5 15IRX10 Eclipse Black"", ""price"": 85999.0, ""product_url"": ""https://www.foxtrot.com.ua/uk/shop/noutbuki-lenovo-legion-5-15irx10-83ly00f0ra.html"", ""product_code"": 7190572.0, ""shop"": ""foxtrot""}",443.0,Intel Core i7-13650HX,notebook,17.4,2023.0,55.0,14.0,20.0,55.0,NVIDIA GeForce RTX 5060 Ti 16 GB,desktop,54.28,2025.0,180.0,Blackwell 2.0
HP ZBook 8 G1i Silver,100655.0,7168187,foxtrot,https://www.foxtrot.com.ua/uk/shop/noutbuki-hp-zbook-8-g1i-b30jges.html,Intel Core Ultra 7 255H,Intel Arc Graphics 130T,"{""Модельний ряд"": ""HP Zbook"", ""Операційна система"": ""відсутня"", ""Тип"": ""ультрабук"", ""Конструкція"": ""Класична"", ""Діагональ дисплея"": ""14\"""", ""Роздільна здатність дисплея"": ""1920 x 1200"", ""Тип матриці"": ""IPS"", ""Покриття дисплея"": ""антиблікове"", ""Яскравість екрану"": ""300 ніт"", ""Серія процесора"": ""Intel® Core™ Ultra 7"", ""Модель процесора"": ""255H"", ""Базова частота процесора"": ""2.0 ГГц"", ""Максимальна частота процесора"": ""5.1 ГГц"", ""Кількість ядер"": ""16"", ""Об'єм ОЗП"": ""32 Гб"", ""Тип пам'яті"": ""DDR5"", ""Частота пам'яті"": ""5600 MHz"", ""Кількість слотів оперативної пам'яті"": ""2"", ""Тип накопичувача"": ""SSD"", ""Об'єм SSD диска"": ""1 Тб"", ""Тип відеокарти"": ""інтегрована"", ""Модель відеокарти"": ""Intel Arc Graphics"", ""Вага"": ""1.43 кг"", ""Габарити"": ""315.6x222x18.9 мм"", ""Колір кришки"": ""сріблястий"", ""Матеріал корпуса"": ""пластик"", ""Кількість відділень акумулятора"": ""8"", ""Ємність акумуляторної батареї"": ""77 Вт-г"", ""Бездротові комунікації"": ""Bluetooth Wi-Fi;"", ""Стандарт Wi-Fi"": ""IEEE 802.11 ru"", ""Порти та роз'єми"": ""HDMI; Thunderbolt комбінований аудіо роз'єм;"", ""Кількість портів USB 3.1 (3.2) Type-A"": ""1 шт."", ""Кількість портів USB 3.1 (3.2) Type-C"": ""1 шт."", ""Оптичний привід"": ""відсутній"", ""Веб-камера"": ""5 Мп"", ""Конфігурація аудиосистеми"": ""2 динаміки"", ""Особливості"": ""підсвітка клавіатури; сканер відбитків пальців"", ""Гарантія"": ""12 міс."", ""full_name"": ""HP ZBook 8 G1i Silver"", ""price"": 100655.0, ""product_url"": ""https://www.foxtrot.com.ua/uk/shop/noutbuki-hp-zbook-8-g1i-b30jges.html"", ""product_code"": 7168187.0, ""shop"": ""foxtrot""}",434.0,Intel Core Ultra 7 255H,notebook,17.54,2025.0,28.0,16.0,16.0,393.0,Intel Arc Graphics 130T,notebook,14.75,2025.0,,Xe+
HP ZBook 8 G1i Silver,116399.0,7168188,foxtrot,https://www.foxtrot.com.ua/uk/shop/noutbuki-hp-zbook-8-g1i-b30jkes.html,Intel Core Ultra 7 255H,Nvidia RTX 500 Ada Generation Mobile,"{""Модельний ряд"": ""HP Zbook"", ""Операційна система"": ""відсутня"", ""Тип"": ""ультрабук"", ""Конструкція"": ""Класична"", ""Діагональ дисплея"": ""14\"""", ""Роздільна здатність дисплея"": ""1920 x 1200"", ""Тип матриці"": ""IPS"", ""Покриття дисплея"": ""антиблікове"", ""Яскравість екрану"": ""300 ніт"", ""Серія процесора"": ""Intel® Core™ Ultra 7"", ""Модель процесора"": ""255H"", ""Базова частота процесора"": ""2.0 ГГц"", ""Максимальна частота процесора"": ""5.1 ГГц"", ""Кількість ядер"": ""16"", ""Об'єм ОЗП"": ""32 Гб"", ""Тип пам'яті"": ""DDR5"", ""Частота пам'яті"": ""5600 MHz"", ""Кількість слотів оперативної пам'яті"": ""2"", ""Тип накопичувача"": ""SSD"", ""Об'єм SSD диска"": ""1 Тб"", ""Тип відеокарти"": ""дискретна"", ""Виробник відеокарти"": ""NVIDIA"", ""Модель відеокарти"": ""RTX 500 Ada"", ""Об'єм відеопам'яті"": ""4 Гб"", ""Вага"": ""1.43 кг"", ""Габарити"": ""315.6x222x18.9 мм"", ""Колір кришки"": ""сріблястий"", ""Матеріал корпуса"": ""пластик"", ""Кількість відділень акумулятора"": ""8"", ""Ємність акумуляторної батареї"": ""77 Вт-г"", ""Бездротові комунікації"": ""Bluetooth Wi-Fi;"", ""Стандарт Wi-Fi"": ""IEEE 802.11 ru"", ""Порти та роз'єми"": ""HDMI; Thunderbolt; комбінований аудіо роз'єм"", ""Кількість портів USB 3.1 (3.2) Type-A"": ""1 шт."", ""Кількість портів USB 3.1 (3.2) Type-C"": ""1 шт."", ""Оптичний привід"": ""відсутній"", ""Веб-камера"": ""5 Мп"", ""Конфігурація аудиосистеми"": ""2 динаміки"", ""Особливості"": ""підсвітка клавіатури сканер відбитків пальців;"", ""Гарантія"": ""12 міс."", ""full_name"": ""HP ZBook 8 G1i Silver"", ""price"": 116399.0, ""product_url"": ""https://www.foxtrot.com.ua/uk/shop/noutbuki-hp-zbook-8-g1i-b30jkes.html"", ""product_code"": 7168188.0, ""shop"": ""foxtrot""}",434.0,Intel Core Ultra 7 255H,notebook,17.54,2025.0,28.0,16.0,16.0,255.0,Nvidia RTX 500 Ada Generation Mobile,mobile workstation,24.81,2024.0,35.0,Ada Lovelace
HP Laptop 15-fc0258ua Natural Silver,22999.0,7190588,foxtrot,https://www.foxtrot.com.ua/uk/shop/noutbuki-hp-laptop-15-fc0258ua-c78scea.html,AMD Ryzen 3 7320U,AMD Radeon 610M,"{""Модельний ряд"": ""HP Laptop"", ""Операційна система"": ""DOS"", ""Тип"": ""ультрабук"", ""Конструкція"": ""Класична"", ""Діагональ дисплея"": ""15.6\"""", ""Роздільна здатність дисплея"": ""1920 x 1080"", ""Тип матриці"": ""IPS"", ""Частота оновлення екрана"": ""60 Гц"", ""Покриття дисплея"": ""матове"", ""Яскравість екрану"": ""300 ніт"", ""Колірне охоплення"": ""45% NTSC"", ""Серія процесора"": ""AMD Ryzen 3"", ""Модель процесора"": ""7320U"", ""Базова частота процесора"": ""2.4 ГГц"", ""Максимальна частота процесора"": ""4.1 ГГц"", ""Кількість ядер"": ""4"", ""Об'єм ОЗП"": ""8 Гб"", ""Тип пам'яті"": ""LPDDR5"", ""Тип накопичувача"": ""SSD"", ""Об'єм SSD диска"": ""1 Тб"", ""Тип відеокарти"": ""інтегрована"", ""Модель відеокарти"": ""AMD Radeon 610M"", ""Вага"": ""1.59 кг"", ""Габарити"": ""359.8 x 236 x 18.6 мм"", ""Колір кришки"": ""сріблястий"", ""Тип акумулятора"": ""Li-Pol"", ""Кількість відділень акумулятора"": ""3"", ""Ємність акумуляторної батареї"": ""41 Вт-г"", ""Бездротові комунікації"": ""Bluetooth Wi-Fi;"", ""Стандарт Wi-Fi"": ""IEEE 802.11 ax"", ""Порти та роз'єми"": ""HDMI; комбінований аудіо роз'єм"", ""Количество портов USB 3.0"": ""2 шт."", ""Кількість портів USB 3.1 (3.2) Type-C"": ""1 шт."", ""Оптичний привід"": ""відсутній"", ""Веб-камера"": ""1 Мп (HD)"", ""Конфігурація аудиосистеми"": ""2 динаміки"", ""Гарантія"": ""12 міс."", ""full_name"": ""HP Laptop 15-fc0258ua Natural Silver"", ""price"": 22999.0, ""product_url"": ""https://www.foxtrot.com.ua/uk/shop/noutbuki-hp-laptop-15-fc0258ua-c78scea.html"", ""product_code"": 7190588.0, ""shop"": ""foxtrot""}",1444.0,AMD Ryzen 3 7320U,notebook,4.9,2022.0,15.0,4.0,8.0,826.0,AMD Radeon 610M,notebook,2.87,2023.0,15.0,RDNA 2.0
HP ZBook Fury G1i Meteor Silver,160455.0,7174067,foxtrot,https://www.foxtrot.com.ua/uk/shop/noutbuki-hp-zbook-fury-g1i-5f9v5es.html,Intel Core Ultra 7 255HX,RTX PRO 1000,"{""Модельний ряд"": ""HP Zbook"", ""Операційна система"": ""DOS"", ""Тип"": ""ноутбук"", ""Конструкція"": ""Класична"", ""Діагональ дисплея"": ""18\"""", ""Роздільна здатність дисплея"": ""2560 x 1600"", ""Тип матриці"": ""UWVA"", ""Частота оновлення екрана"": ""165 Гц"", ""Покриття дисплея"": ""антиблікове"", ""Серія процесора"": ""Intel® Core™ Ultra 7"", ""Модель процесора"": ""255HX"", ""Базова частота процесора"": ""2.4 ГГц"", ""Максимальна частота процесора"": ""5.2 ГГц"", ""Кількість ядер"": ""20"", ""Об'єм ОЗП"": ""32 Гб"", ""Тип пам'яті"": ""DDR5"", ""Частота пам'яті"": ""5600 MHz"", ""Кількість слотів оперативної пам'яті"": ""4"", ""Тип накопичувача"": ""SSD"", ""Об'єм SSD диска"": ""1 Тб"", ""Тип відеокарти"": ""дискретна"", ""Виробник відеокарти"": ""NVIDIA"", ""Модель відеокарти"": ""RTX PRO 1000"", ""Об'єм відеопам'яті"": ""8 Гб"", ""Вага"": ""3.52 кг"", ""Габарити"": ""403 x 289 x 27 мм"", ""Колір кришки"": ""сріблястий"", ""Кількість відділень акумулятора"": ""8"", ""Ємність акумуляторної батареї"": ""99 Вт-г"", ""Бездротові комунікації"": ""Bluetooth; Wi-Fi"", ""Стандарт Wi-Fi"": ""IEEE 802.11 ru"", ""Порти та роз'єми"": ""HDMI; Thunderbolt; Smart Card; карт-рідер комбінований аудіо роз'єм; LAN (RJ-45);"", ""Кількість портів USB 3.1 (3.2) Type-A"": ""1 шт."", ""Кількість портів USB 4 3x2 Type-C"": ""1 шт."", ""Кількість портів USB 4 Gen 4 Type-C"": ""2 шт."", ""Оптичний привід"": ""відсутній"", ""Мережева карта"": ""LAN 10/100/1000/2500 Мбит/с"", ""Веб-камера"": ""5 Мп"", ""Конфігурація аудиосистеми"": ""4 динамика"", ""Особливості"": ""підсвітка клавіатури; сканер відбитків пальців"", ""Додатково"": ""2 x USB Type-C Thunderbolt 5; 1 x USB Type-C Thunderbolt 4;"", ""Гарантія"": ""12 міс."", ""full_name"": ""HP ZBook Fury G1i Meteor Silver"", ""price"": 160455.0, ""product_url"": ""https://www.foxtrot.com.ua/uk/shop/noutbuki-hp-zbook-fury-g1i-5f9v5es.html"", ""product_code"": 7174067.0, ""shop"": ""foxtrot""}",217.0,Intel Core Ultra 7 255HX,notebook,28.08,2025.0,55.0,20.0,20.0,,,,,,,
HP ProBook 4 G1i 16 Pike Silver,56099.0,7190613,foxtrot,https://www.foxtrot.com.ua/uk/shop/noutbuki-hp-probook-4-g1i-16-at7k4av-itm2.html,Intel Core Ultra 5 225H,Intel Arc Graphics 130T,"{""Модельний ряд"": ""HP ProBook"", ""Операційна система"": ""Windows 11"", ""Версія Windows"": ""Pro"", ""Тип"": ""ультрабук"", ""Конструкція"": ""Класична"", ""Діагональ дисплея"": ""16\"""", ""Роздільна здатність дисплея"": ""1920 x 1200"", ""Тип матриці"": ""IPS"", ""Частота оновлення екрана"": ""60 Гц"", ""Покриття дисплея"": ""антиблікове"", ""Яскравість екрану"": ""400 ніт"", ""Колірне охоплення"": ""100% sRGB"", ""Модель процесора"": ""225H"", ""Базова частота процесора"": ""1.3 ГГц"", ""Максимальна частота процесора"": ""4.9 ГГц"", ""Кількість ядер"": ""14"", ""Об'єм ОЗП"": ""24 Гб"", ""Тип пам'яті"": ""DDR5"", ""Частота пам'яті"": ""5600 MHz"", ""Кількість слотів оперативної пам'яті"": ""2"", ""Тип накопичувача"": ""SSD"", ""Об'єм SSD диска"": ""512 Гб"", ""Тип відеокарти"": ""інтегрована"", ""Модель відеокарти"": ""Intel Arc Graphics"", ""Вага"": ""1.75 кг"", ""Габарити"": ""359x251x17 мм"", ""Колір кришки"": ""сріблястий"", ""Матеріал корпуса"": ""метал"", ""Ємність акумуляторної батареї"": ""56 Вт-г"", ""Бездротові комунікації"": ""Bluetooth; Wi-Fi"", ""Стандарт Wi-Fi"": ""IEEE 802.11 ax"", ""Порти та роз'єми"": ""HDMI комбінований аудіо роз'єм; LAN (RJ-45);"", ""Кількість портів USB 3.1 (3.2) Type-A"": ""2 шт."", ""Кількість портів USB 3.2x2 Type-C"": ""2 шт."", ""Оптичний привід"": ""відсутній"", ""Мережева карта"": ""LAN 10/100/1000 Мбит/с (Gigabit Ethernet)"", ""Веб-камера"": ""1080p"", ""Конфігурація аудиосистеми"": ""2 динаміки"", ""Особливості"": ""підсвітка клавіатури; сканер відбитків пальців; шторка для камери"", ""Гарантія"": ""12 міс."", ""full_name"": ""HP ProBook 4 G1i 16 Pike Silver"", ""price"": 56099.0, ""product_url"": ""https://www.foxtrot.com.ua/uk/shop/noutbuki-hp-probook-4-g1i-16-at7k4av-itm2.html"", ""product_code"": 7190613.0, ""shop"": ""foxtrot""}",486.0,Intel Core Ultra 5 225H,notebook,16.35,2025.0,28.0,14.0,14.0,393.0,Intel Arc Graphics 130T,notebook,14.75,2025.0,,Xe+
GIGABYTE GAMING A16 3TH Black Steel,65999.0,7193734,foxtrot,https://www.foxtrot.com.ua/uk/shop/noutbuki-gigabyte-gaming-a16-3th-3thk3ua893sd.html,AMD Ryzen 7 H 260,NVIDIA GeForce RTX 5050,"{""Модельний ряд"": ""Gigabyte GAMING A16"", ""Операційна система"": ""відсутня"", ""Тип"": ""ноутбук"", ""Конструкція"": ""Класична"", ""Діагональ дисплея"": ""16\"""", ""Роздільна здатність дисплея"": ""1920 x 1200"", ""Тип матриці"": ""IPS"", ""Частота оновлення екрана"": ""165 Гц"", ""Покриття дисплея"": ""матове"", ""Серія процесора"": ""AMD Ryzen 7"", ""Модель процесора"": ""260"", ""Базова частота процесора"": ""3.8 ГГц"", ""Максимальна частота процесора"": ""5.1 ГГц"", ""Кількість ядер"": ""8"", ""Об'єм ОЗП"": ""16 Гб"", ""Тип пам'яті"": ""DDR5"", ""Частота пам'яті"": ""5600 MHz"", ""Максимально встановлюваний об'єм"": ""64 Гб"", ""Тип накопичувача"": ""SSD"", ""Об'єм SSD диска"": ""512 Гб"", ""Тип відеокарти"": ""дискретна"", ""Виробник відеокарти"": ""NVIDIA"", ""Модель відеокарти"": ""GeForce RTX 5050"", ""Об'єм відеопам'яті"": ""8 Гб"", ""Вага"": ""2.2 кг"", ""Габарити"": ""358.3 x 262.5 x 22.99 мм"", ""Колір кришки"": ""чорний"", ""Ємність акумуляторної батареї"": ""76 Вт-г"", ""Бездротові комунікації"": ""Bluetooth Wi-Fi;"", ""Стандарт Wi-Fi"": ""IEEE 802.11 ax"", ""Порти та роз'єми"": ""HDMI; комбінований аудіо роз'єм; LAN (RJ-45)"", ""Кількість портів USB 2.0"": ""1 шт."", ""Кількість портів USB 3.1 (3.2) Type-A"": ""2 шт."", ""Кількість портів USB 4 Gen 4 Type-C"": ""1 шт."", ""Оптичний привід"": ""відсутній"", ""Мережева карта"": ""LAN 10/100/1000 Мбит/с (Gigabit Ethernet)"", ""Веб-камера"": ""1080p"", ""Конфігурація аудиосистеми"": ""2 динаміки"", ""Особливості"": ""підсвітка клавіатури"", ""Гарантія"": ""24 міс."", ""full_name"": ""GIGABYTE GAMING A16 3TH Black Steel"", ""price"": 65999.0, ""product_url"": ""https://www.foxtrot.com.ua/uk/shop/noutbuki-gigabyte-gaming-a16-3th-3thk3ua893sd.html"", ""product_code"": 7193734.0, ""shop"": ""foxtrot""}",473.0,AMD Ryzen 7 H 260,notebook,16.66,,45.0,8.0,16.0,105.0,NVIDIA GeForce RTX 5050,desktop,41.51,2025.0,130.0,Blackwell 2.0
GIGABYTE GAMING A16 CTH Black Steel,63999.0,7193740,foxtrot,https://www.foxtrot.com.ua/uk/shop/noutbuki-gigabyte-gaming-a16-cth-cthh3ua893sd.html,Intel Core i5-13420H,NVIDIA GeForce RTX 5050,"{""Модельний ряд"": ""Gigabyte GAMING A16"", ""Операційна система"": ""відсутня"", ""Тип"": ""ноутбук"", ""Конструкція"": ""Класична"", ""Діагональ дисплея"": ""16\"""", ""Роздільна здатність дисплея"": ""1920 x 1080"", ""Тип матриці"": ""IPS"", ""Частота оновлення екрана"": ""165 Гц"", ""Покриття дисплея"": ""матове"", ""Серія процесора"": ""Intel® Core™ i5 (13 покоління)"", ""Модель процесора"": ""13420H"", ""Базова частота процесора"": ""2.1 ГГц"", ""Максимальна частота процесора"": ""4.6 ГГц"", ""Кількість ядер"": ""8"", ""Об'єм ОЗП"": ""16 Гб"", ""Тип пам'яті"": ""DDR5"", ""Частота пам'яті"": ""5200 MHz"", ""Максимально встановлюваний об'єм"": ""64 Гб"", ""Тип накопичувача"": ""SSD"", ""Об'єм SSD диска"": ""512 Гб"", ""Тип відеокарти"": ""дискретна"", ""Виробник відеокарти"": ""NVIDIA"", ""Модель відеокарти"": ""GeForce RTX 5050"", ""Об'єм відеопам'яті"": ""8 Гб"", ""Вага"": ""2.2 кг"", ""Габарити"": ""358.3 x 262.5 x 22.99 мм"", ""Колір кришки"": ""чорний"", ""Ємність акумуляторної батареї"": ""76 Вт-г"", ""Бездротові комунікації"": ""Bluetooth; Wi-Fi"", ""Стандарт Wi-Fi"": ""IEEE 802.11 ax"", ""Порти та роз'єми"": ""HDMI комбінований аудіо роз'єм; LAN (RJ-45);"", ""Кількість портів USB 2.0"": ""1 шт."", ""Кількість портів USB 3.1 (3.2) Type-A"": ""2 шт."", ""Кількість портів USB 3.1 (3.2) Type-C"": ""1 шт."", ""Оптичний привід"": ""відсутній"", ""Мережева карта"": ""LAN 10/100/1000 Мбит/с (Gigabit Ethernet)"", ""Веб-камера"": ""1080p"", ""Конфігурація аудиосистеми"": ""2 динаміки"", ""Особливості"": ""підсвітка клавіатури"", ""Гарантія"": ""24 міс."", ""full_name"": ""GIGABYTE GAMING A16 CTH Black Steel"", ""price"": 63999.0, ""product_url"": ""https://www.foxtrot.com.ua/uk/shop/noutbuki-gigabyte-gaming-a16-cth-cthh3ua893sd.html"", ""product_code"": 7193740.0, ""shop"": ""foxtrot""}",957.0,Intel Core i5-13420H,notebook,9.76,2023.0,45.0,8.0,12.0,105.0,NVIDIA GeForce RTX 5050,desktop,41.51,2025.0,130.0,Blackwell 2.0
Lenovo ThinkPad T14s Gen 6,107899.0,7193871,foxtrot,https://www.foxtrot.com.ua/uk/shop/noutbuki-lenovo-thinkpad-t14s-gen-6-21m10008ra.html,AMD Ryzen AI 7 PRO 360,AMD Radeon 880M,"{""Модельний ряд"": ""Lenovo ThinkPad"", ""Операційна система"": ""Windows 11"", ""Версія Windows"": ""Pro"", ""Тип"": ""ультрабук"", ""Діагональ дисплея"": ""14\"""", ""Роздільна здатність дисплея"": ""1920 x 1200"", ""Тип матриці"": ""IPS"", ""Частота оновлення екрана"": ""60 Гц"", ""Покриття дисплея"": ""антиблікове"", ""Яскравість екрану"": ""400 ніт"", ""Колірне охоплення"": ""100% sRGB"", ""Серія процесора"": ""AMD Ryzen AI 7 PRO"", ""Модель процесора"": ""360"", ""Базова частота процесора"": ""2.0 ГГц"", ""Максимальна частота процесора"": ""5 ГГц"", ""Кількість ядер"": ""8"", ""Об'єм ОЗП"": ""32 Гб"", ""Тип пам'яті"": ""LPDDR5X"", ""Частота пам'яті"": ""7500 MHz"", ""Тип накопичувача"": ""SSD"", ""Об'єм SSD диска"": ""1 Тб"", ""Тип відеокарти"": ""інтегрована"", ""Модель відеокарти"": ""Radeon 880M"", ""Вага"": ""1.3 кг"", ""Габарити"": ""313,6 x 219,4 x 19,75 мм"", ""Колір кришки"": ""чорний"", ""Матеріал корпуса"": ""метал+пластик"", ""Кількість відділень акумулятора"": ""3"", ""Ємність акумуляторної батареї"": ""58 Вт-г"", ""Час роботи вiд батареї"": ""15.48 год."", ""Бездротові комунікації"": ""Bluetooth; Wi-Fi"", ""Стандарт Wi-Fi"": ""IEEE 802.11 ru"", ""Порти та роз'єми"": ""HDMI; Thunderbolt Smart Card; комбінований аудіо роз'єм;"", ""Кількість портів USB 3.1 (3.2) Type-A"": ""2 шт."", ""Кількість портів USB 4 3x2 Type-C"": ""2 шт."", ""Оптичний привід"": ""відсутній"", ""Веб-камера"": ""5 Мп"", ""Конфігурація аудиосистеми"": ""2 динаміки"", ""Особливості"": ""підсвітка клавіатури; захист клавіатури від протоки рідини; сканер відбитків пальців; шторка для камери"", ""Гарантія"": ""36 міс."", ""full_name"": ""Lenovo ThinkPad T14s Gen 6"", ""price"": 107899.0, ""product_url"": ""https://www.foxtrot.com.ua/uk/shop/noutbuki-lenovo-thinkpad-t14s-gen-6-21m10008ra.html"", ""product_code"": 7193871.0, ""shop"": ""foxtrot""}",711.0,AMD Ryzen AI 7 PRO 360,notebook,12.6,2025.0,28.0,,,333.0,AMD Radeon 880M,notebook,18.37,2024.0,15.0,RDNA 3.5
HP 250R G9 Dark Ash Silver,25999.0,7194852,foxtrot,https://www.foxtrot.com.ua/uk/shop/noutbuki-hp-250r-g9-b3aa7at.html,Intel Core i3-1315U,Intel UHD Graphics 730 (Rocket Lake),"{""Модельний ряд"": ""HP 250R"", ""Операційна система"": ""DOS"", ""Тип"": ""ультрабук"", ""Конструкція"": ""Класична"", ""Діагональ дисплея"": ""15.6\"""", ""Роздільна здатність дисплея"": ""1920 x 1080"", ""Тип матриці"": ""SVA"", ""Частота оновлення екрана"": ""60 Гц"", ""Покриття дисплея"": ""антиблікове"", ""Яскравість екрану"": ""250 ніт"", ""Серія процесора"": ""Intel® Core™ i3 (13 покоління)"", ""Модель процесора"": ""1315U"", ""Базова частота процесора"": ""1.2 ГГц"", ""Максимальна частота процесора"": ""4.5 ГГц"", ""Кількість ядер"": ""6"", ""Об'єм ОЗП"": ""16 Гб"", ""Тип пам'яті"": ""DDR4"", ""Частота пам'яті"": ""3200 MHz"", ""Кількість слотів оперативної пам'яті"": ""2"", ""Тип накопичувача"": ""SSD"", ""Об'єм SSD диска"": ""512 Гб"", ""Тип відеокарти"": ""інтегрована"", ""Модель відеокарти"": ""Intel UHD Graphics"", ""Вага"": ""1.74 кг"", ""Габарити"": ""358 x 242 x 14.8 мм"", ""Колір кришки"": ""сірий"", ""Матеріал корпуса"": ""пластик"", ""Тип акумулятора"": ""Li-Ion"", ""Кількість відділень акумулятора"": ""3"", ""Ємність акумуляторної батареї"": ""41 Вт-г"", ""Бездротові комунікації"": ""Bluetooth; Wi-Fi"", ""Стандарт Wi-Fi"": ""IEEE 802.11 ax"", ""Порти та роз'єми"": ""HDMI; карт-рідер; комбінований аудіо роз'єм LAN (RJ-45);"", ""Кількість портів USB 3.1 (3.2) Type-A"": ""2 шт."", ""Кількість портів USB 3.1 (3.2) Type-C"": ""1 шт."", ""Оптичний привід"": ""відсутній"", ""Мережева карта"": ""LAN 10/100/1000 Мбит/с (Gigabit Ethernet)"", ""Веб-камера"": ""1 Мп (HD)"", ""Конфігурація аудиосистеми"": ""2 динаміки"", ""Гарантія"": ""12 міс."", ""full_name"": ""HP 250R G9 Dark Ash Silver"", ""price"": 25999.0, ""product_url"": ""https://www.foxtrot.com.ua/uk/shop/noutbuki-hp-250r-g9-b3aa7at.html"", ""product_code"": 7194852.0, ""shop"": ""foxtrot""}",1271.0,Intel Core i3-1315U,notebook,6.39,2023.0,15.0,6.0,8.0,435.0,Intel UHD Graphics 730 (Rocket Lake),notebook,12.53,2021.0,15.0,
